User ID,Promo Revenues
33028367,56858.93000000001
32620437,40269.5
54226,13233.559999999998
3943069,8700.43
12697860,8243.199999999999
63618517,7095.57
1956760,6856.75
4915731,6741.09
13348914,6523.43
10504776,5077.89
105039683,5040.0
