User ID,New Listings,Renewals,Ads Bought,Listing Revenue,Promo Revenues,Total Revenue,Segments
1944550,19,84,90,233.05,0.0,233.05,Top Revenue
29077889,0,18,8,202.49,30.55,233.04,Top Revenue
3926501,55,155,172,232.97,0.0,232.97,Top Revenue
5626217,5,1,1,32.54,200.43,232.97,Top Revenue
3807397,3,5,4,232.95,0.0,232.95,Top Revenue
90453477,50,147,169,232.94,0.0,232.94,Top Revenue
23389216,7,31,7,27.96,204.97000000000003,232.93,Top Revenue
723805,9,4,2,58.04,174.89,232.92999999999998,Top Revenue
14318150,3,14,5,88.3,144.62,232.92000000000002,Top Revenue
28601033,1,309,6,43.39,189.51000000000002,232.9,Top Revenue
157661488,132,89,200,232.82999999999998,0.0,232.82999999999998,Top Revenue
3780643,29,144,66,217.63,15.190000000000001,232.82,Top Revenue
23370200,79,32,103,232.76,0.0,232.76,Top Revenue
129279499,0,1467,1194,232.74,0.0,232.74,Top Revenue
2488887,11,160,82,232.71000000000004,0.0,232.71000000000004,Top Revenue
6334371,98,169,176,232.71,0.0,232.71,Top Revenue
236947,37,179,147,232.68,0.0,232.68,Top Revenue
27028485,5,8,1,7.78,224.89999999999998,232.68,Top Revenue
33399389,22,171,168,232.66,0.0,232.66,Top Revenue
53253583,97,199,191,232.64999999999998,0.0,232.64999999999998,Top Revenue
8228165,5,120,118,232.61,0.0,232.61,Top Revenue
6697295,48,34,0,0.0,232.53,232.53,Top Revenue
26510001,23,135,147,232.39999999999998,0.0,232.39999999999998,Top Revenue
65386617,16,191,178,232.37,0.0,232.37,Top Revenue
3133871,8,12,16,232.35999999999999,0.0,232.35999999999999,Top Revenue
2846631,3,151,118,232.31,0.0,232.31,Top Revenue
4961635,107,91,166,232.3,0.0,232.3,Top Revenue
23376196,4,32,0,0.0,232.29,232.29,Top Revenue
23684820,29,50,69,232.23000000000002,0.0,232.23000000000002,Top Revenue
4315519,6,16,8,232.16,0.0,232.16,Top Revenue
6318115,35,486,225,232.14,0.0,232.14,Top Revenue
4103255,3,7,0,0.0,232.13,232.13,Top Revenue
5431007,2,4,0,0.0,232.09,232.09,Top Revenue
756591,4,111,0,0.0,232.04000000000002,232.04000000000002,Top Revenue
121623639,47,198,224,231.98,0.0,231.98,Top Revenue
36702543,15,61,0,0.0,231.95999999999998,231.95999999999998,Top Revenue
86645533,32,31,40,231.89,0.0,231.89,Top Revenue
4146509,14,73,40,162.07999999999998,69.76,231.83999999999997,Top Revenue
7203105,11,22,2,59.629999999999995,172.15,231.78,Top Revenue
113147,33,259,17,85.69,146.09,231.78,Top Revenue
230547,94,93,165,231.64,0.0,231.64,Top Revenue
4170647,9,0,6,163.39999999999998,68.15,231.54999999999998,Top Revenue
17916750,1,5,1,18.75,212.76999999999998,231.51999999999998,Top Revenue
3604933,137,96,16,58.5,172.94,231.44,Top Revenue
129397,11,79,4,41.46,189.89999999999998,231.35999999999999,Top Revenue
12041422,5,4,2,64.87,166.49,231.35999999999999,Top Revenue
1448530,82,7,76,181.31,50.019999999999996,231.33,Top Revenue
3250939,31,260,15,94.02000000000001,137.29,231.31,Top Revenue
5187929,20,20,24,136.78,94.49000000000001,231.26999999999998,Top Revenue
23381894,17,107,8,231.25,0.0,231.25,Top Revenue
1001366,4,42,3,93.41000000000001,137.82999999999998,231.24,Top Revenue
5693213,10,6,2,59.53,171.67999999999998,231.21,Top Revenue
8342377,12,4,5,162.24,68.93,231.17,Top Revenue
5472163,1,4,4,51.08,180.03,231.11,Top Revenue
24042612,3,1,1,32.44,198.66000000000003,231.10000000000002,Top Revenue
2438303,32,2,2,40.52,190.54,231.06,Top Revenue
526005,56,206,32,182.57999999999998,48.42,231.0,Top Revenue
894386,16,19,8,231.0,0.0,231.0,Top Revenue
12702130,5,11,8,212.55,18.42,230.97,Top Revenue
576879,5,59,2,40.54,190.42000000000002,230.96,Top Revenue
30242085,6,13,8,230.95000000000002,0.0,230.95000000000002,Top Revenue
15588810,8,2,5,230.93,0.0,230.93,Top Revenue
6458991,7,88,41,230.88,0.0,230.88,Top Revenue
25003040,7,22,9,230.82,0.0,230.82,Top Revenue
8701475,6,21,0,0.0,230.8,230.8,Top Revenue
15955440,11,13,0,0.0,230.76,230.76,Top Revenue
138409479,120,98,171,230.73,0.0,230.73,Top Revenue
12602730,4,3,3,115.7,115.01,230.71,Top Revenue
32646007,4,4,1,32.33,198.33999999999997,230.67000000000002,Top Revenue
544873,72,115,66,11.62,219.02999999999997,230.64999999999998,Top Revenue
68297,13,378,0,0.0,230.63,230.63,Top Revenue
502815,29,18,10,230.57999999999998,0.0,230.57999999999998,Top Revenue
535895,6,7,2,62.25,168.26,230.51,Top Revenue
1495670,8,147,0,0.0,230.49,230.49,Top Revenue
4214583,21,392,95,210.37,20.11,230.48000000000002,Top Revenue
7904593,65,73,45,80.75999999999999,149.63,230.39,Top Revenue
29548843,2,0,1,15.55,214.76999999999998,230.32,Top Revenue
91323795,11,30,0,0.0,230.25,230.25,Top Revenue
143417565,6,1,3,89.0,141.2,230.2,Top Revenue
13133856,0,8,3,92.96000000000001,137.2,230.16,Top Revenue
116797,2,4,2,37.57,192.56,230.13,Top Revenue
65696763,5,4,0,0.0,230.09000000000003,230.09000000000003,Top Revenue
16452658,22,10,1,29.86,200.14,230.0,Top Revenue
791873,25,45,15,186.61,43.33,229.93999999999997,Top Revenue
16736486,10,33,5,141.46,88.42,229.88,Top Revenue
116412,2,1,0,0.0,229.86,229.86,Top Revenue
985694,1,3,1,22.12,207.71,229.82999999999998,Top Revenue
3834661,129,1764,341,229.81,0.0,229.81,Top Revenue
153815431,5,1,4,229.71,0.0,229.71,Top Revenue
16280132,40,65,8,67.17,162.53,229.70000000000002,Top Revenue
17635158,5,16,2,28.11,201.53,229.64000000000001,Top Revenue
108843015,11,14,8,71.85,157.74,229.59,Top Revenue
351601,36,185,1,18.82,210.41000000000003,229.23000000000002,Top Revenue
5613905,0,8,0,0.0,229.10999999999999,229.10999999999999,Top Revenue
4721689,5,2,1,27.75,201.35000000000002,229.10000000000002,Top Revenue
25715977,5,145,87,195.48000000000002,33.57,229.05,Top Revenue
6822567,2,7,2,37.599999999999994,191.29999999999998,228.9,Top Revenue
3166839,106,160,76,205.54,23.28,228.82,Top Revenue
5991129,3,0,0,0.0,228.78,228.78,Top Revenue
91654885,4,3,2,58.230000000000004,170.43,228.66000000000003,Top Revenue
64201169,6,3,5,141.36,87.28999999999999,228.65,Top Revenue
1882558,0,3,2,53.16,175.48,228.64,Top Revenue
108577,21,30,5,27.94,200.67,228.61,Top Revenue
100579895,9,26,0,0.0,228.49,228.49,Top Revenue
5549735,22,26,8,228.43,0.0,228.43,Top Revenue
82273403,12,10,8,70.83,157.53,228.36,Top Revenue
29834527,0,5,1,15.51,212.83999999999997,228.35000000000002,Top Revenue
2587375,24,264,104,100.97,127.38,228.35,Top Revenue
14809430,11,19,1,29.77,198.39,228.16000000000003,Top Revenue
23964822,4,6,3,81.95,145.99,227.94,Top Revenue
6933139,46,56,64,227.89999999999998,0.0,227.89999999999998,Top Revenue
2111310,8,7,7,220.43,7.41,227.84,Top Revenue
11175314,5,8,2,37.510000000000005,190.31,227.82,Top Revenue
138778441,8,8,3,89.22,138.53,227.75,Top Revenue
33023101,7,12,2,27.88,199.73000000000002,227.61,Top Revenue
2565241,4,1,2,64.91,162.64999999999998,227.56,Top Revenue
983688,4,2,2,52.099999999999994,175.44,227.54,Top Revenue
23904814,3,10,2,31.009999999999998,196.47,227.48,Top Revenue
160216265,0,2,0,0.0,227.45,227.45,Top Revenue
2205046,9,21,5,154.15,73.2,227.35000000000002,Top Revenue
13801716,36,61,5,98.59,128.71,227.3,Top Revenue
38001577,17,26,3,85.06,142.13,227.19,Top Revenue
12874624,6,2,2,64.87,162.2,227.07,Top Revenue
5082299,5,15,4,97.19999999999999,129.86,227.06,Top Revenue
14101684,12,92,50,226.96999999999997,0.0,226.96999999999997,Top Revenue
95400,7,28,6,162.16,64.8,226.95999999999998,Top Revenue
13643258,0,2,2,64.8,162.14999999999998,226.95,Top Revenue
9071121,6,7,10,209.37,17.54,226.90999999999997,Top Revenue
141545371,11,7,8,226.87,0.0,226.87,Top Revenue
4039585,6,4,0,0.0,226.85999999999999,226.85999999999999,Top Revenue
5469075,0,3,2,31.06,195.77,226.83,Top Revenue
10711916,6,7,5,148.93,77.86,226.79000000000002,Top Revenue
9524405,6,2,1,32.37,194.41,226.77999999999997,Top Revenue
137586883,16,47,0,0.0,226.73000000000002,226.73000000000002,Top Revenue
124812701,4,4,3,51.269999999999996,175.38,226.65,Top Revenue
167989639,2,1,2,64.81,161.8,226.61,Top Revenue
6943635,5,15,0,0.0,226.60000000000002,226.60000000000002,Top Revenue
11506898,2,2,0,0.0,226.60000000000002,226.60000000000002,Top Revenue
1724550,29,117,61,174.10000000000002,52.49,226.59,Top Revenue
368535,3,21,8,177.92,48.63,226.54999999999998,Top Revenue
820901,7,17,7,226.52999999999997,0.0,226.52999999999997,Top Revenue
5543847,11,2,2,64.83,161.62,226.45000000000002,Top Revenue
14141574,12,18,5,145.27,81.11,226.38,Top Revenue
147276114,12,4,6,141.88,84.5,226.38,Top Revenue
152842917,2,7,0,0.0,226.36,226.36,Top Revenue
125639595,44,48,36,114.0,112.32,226.32,Top Revenue
4366147,4,24,6,169.56,56.7,226.26,Top Revenue
2487581,2,8,0,0.0,226.25,226.25,Top Revenue
6304409,9,174,34,226.2,0.0,226.2,Top Revenue
4303083,23,18,6,96.13,130.05,226.18,Top Revenue
29670075,1,6,0,0.0,226.17,226.17,Top Revenue
2150802,9,25,0,0.0,226.14,226.14,Top Revenue
4281167,3,5,0,0.0,226.08999999999997,226.08999999999997,Top Revenue
5802027,39,17,42,173.47,52.54,226.01,Top Revenue
1946594,0,51,35,225.97999999999996,0.0,225.97999999999996,Top Revenue
5448311,39,259,0,0.0,225.95000000000002,225.95000000000002,Top Revenue
114440415,0,3,0,0.0,225.94,225.94,Top Revenue
2008712,0,12,6,112.53,113.3,225.83,Top Revenue
2332643,11,31,6,177.54,48.28,225.82,Top Revenue
17996050,3,0,2,93.05000000000001,132.77,225.82,Top Revenue
41583269,33,154,0,0.0,225.76,225.76,Top Revenue
155201425,16,2,15,225.74,0.0,225.74,Top Revenue
934212,3,0,0,0.0,225.74,225.74,Top Revenue
18144174,12,29,2,62.33,163.25,225.57999999999998,Top Revenue
23077524,3,3,0,0.0,225.56,225.56,Top Revenue
496019,10,59,0,0.0,225.54,225.54,Top Revenue
28145763,3,12,0,0.0,225.49,225.49,Top Revenue
11377056,14,210,44,225.43999999999997,0.0,225.43999999999997,Top Revenue
16453818,2,1,1,18.73,206.64,225.37,Top Revenue
929208,8,19,9,185.67000000000002,39.69,225.36,Top Revenue
5113405,10,12,2,59.67,165.67000000000002,225.34,Top Revenue
5617883,5,16,3,82.11,143.15,225.26,Top Revenue
22067180,4,2,2,52.28,172.97,225.25,Top Revenue
144117533,12,6,9,32.37,192.75,225.12,Top Revenue
8459375,4,3,1,29.83,195.26999999999998,225.1,Top Revenue
29254973,6,12,2,31.09,193.95000000000005,225.04000000000002,Top Revenue
62361323,24,41,0,0.0,224.96,224.96,Top Revenue
138334367,0,2,0,0.0,224.91,224.91,Top Revenue
144412,5,1,0,0.0,224.87,224.87,Top Revenue
12384068,0,3,1,15.53,209.34,224.87,Top Revenue
12489406,49,36,40,180.94,43.84,224.78,Top Revenue
682459,6,2,0,0.0,224.77999999999997,224.77999999999997,Top Revenue
18303896,1,5,0,0.0,224.75,224.75,Top Revenue
27723915,6,1,1,15.53,209.03000000000003,224.56,Top Revenue
29501175,5,34,20,185.43,38.97,224.4,Top Revenue
130278429,15,1,12,92.25,132.14,224.39,Top Revenue
149854651,10,3,1,29.85,194.47,224.32,Top Revenue
43220,7,6,2,59.76,164.5,224.26,Top Revenue
5800591,0,7,0,0.0,224.20999999999998,224.20999999999998,Top Revenue
15081908,16,24,1,32.48,191.7,224.18,Top Revenue
31061805,3,67,50,225.35999999999999,-1.2199999999999989,224.14000000000001,Top Revenue
134948993,3,0,0,0.0,224.13,224.13,Top Revenue
248210,5,53,4,43.68,180.41,224.09,Top Revenue
6774667,0,5,0,0.0,224.04000000000002,224.04000000000002,Top Revenue
18952284,5,1,4,139.9,84.02,223.92000000000002,Top Revenue
2760497,9,52,18,184.47,39.44,223.91000000000003,Top Revenue
2161612,3,10,2,59.59,164.31,223.9,Top Revenue
3962175,19,12,6,183.73000000000002,40.1,223.82999999999998,Top Revenue
7605607,52,155,62,212.07999999999998,11.68,223.76,Top Revenue
14087414,2,4,0,0.0,223.72,223.72,Top Revenue
15149482,1,13,3,72.94,150.7,223.64,Top Revenue
5909243,0,2,0,0.0,223.63,223.63,Top Revenue
293213,9,9,8,223.63,0.0,223.63,Top Revenue
14370790,108,4,91,223.54000000000002,0.0,223.54000000000002,Top Revenue
746223,12,187,0,0.0,223.53000000000003,223.53000000000003,Top Revenue
13140996,1,9,2,59.6,163.87,223.47,Top Revenue
447767,0,10,4,48.120000000000005,175.25,223.37,Top Revenue
1740892,8,14,2,37.58,185.74,223.32000000000002,Top Revenue
33649867,14,14,16,214.89,8.2,223.09,Top Revenue
2846571,6,7,0,0.0,223.07,223.07,Top Revenue
222239,37,5,2,32.44,190.60999999999999,223.04999999999998,Top Revenue
22690742,5,1,2,48.69,174.32999999999998,223.02,Top Revenue
30427939,14,15,5,40.51,182.49,222.99999999999997,Top Revenue
2773007,14,8,1,22.4,200.56,222.96,Top Revenue
2786033,2,13,11,222.91,0.0,222.91,Top Revenue
16829342,27,23,1,12.09,210.81,222.9,Top Revenue
13084494,6,3,5,161.89000000000001,61.01,222.9,Top Revenue
11057052,11,0,7,222.86,0.0,222.86,Top Revenue
12297152,5,25,0,0.0,222.86,222.86,Top Revenue
26883149,4,2,1,8.09,214.76,222.85000000000002,Top Revenue
37616097,5,1,1,32.35,190.48,222.83,Top Revenue
12242654,122,622,7,222.82999999999998,0.0,222.82999999999998,Top Revenue
11310506,24,86,5,41.64,181.18,222.82,Top Revenue
636093,37,7,5,56.57,166.24,222.81,Top Revenue
155955912,36,16,3,32.28,190.52999999999997,222.81,Top Revenue
354005,4,4,4,119.28,103.52000000000001,222.8,Top Revenue
21121390,4,12,0,0.0,222.79999999999998,222.79999999999998,Top Revenue
3898793,5,7,3,89.41,133.26,222.67000000000002,Top Revenue
49749957,3,2,2,48.55,174.10000000000002,222.65,Top Revenue
12361048,8,12,7,222.63,0.0,222.63,Top Revenue
487373,1,9,4,97.06,125.57000000000001,222.63,Top Revenue
2060460,10,34,1,29.93,192.7,222.63,Top Revenue
259987,3,2,2,64.88,157.74,222.62,Top Revenue
4447579,4,11,1,24.22,198.32,222.54000000000002,Top Revenue
583243,11,7,1,29.84,192.68,222.52,Top Revenue
1759796,0,4,2,30.96,191.56,222.52,Top Revenue
11704772,2,25,0,0.0,222.49,222.49,Top Revenue
4013887,5,18,2,30.939999999999998,191.39,222.33,Top Revenue
5806129,8,0,2,64.75999999999999,157.57,222.32999999999998,Top Revenue
145868749,9,1,5,157.84,64.43,222.26999999999998,Top Revenue
16348394,6,1,4,74.62,147.61,222.23,Top Revenue
44081645,443,1019,247,222.20999999999998,0.0,222.20999999999998,Top Revenue
3572145,5,24,3,92.9,129.21,222.11,Top Revenue
393727,5,5,0,0.0,221.94,221.94,Top Revenue
1576094,7,33,0,0.0,221.70999999999998,221.70999999999998,Top Revenue
3901969,5,4,6,178.98000000000002,42.71,221.69,Top Revenue
4887669,3,10,1,15.5,206.12,221.62,Top Revenue
4921217,4,6,2,50.16,171.44,221.6,Top Revenue
303195,6,47,7,155.51999999999998,66.03,221.55,Top Revenue
18207982,4,3,2,48.64,172.76,221.4,Top Revenue
161666636,0,3,1,18.78,202.62,221.4,Top Revenue
3440943,17,93,30,168.81,52.4,221.20999999999998,Top Revenue
593871,16,48,17,221.17999999999998,0.0,221.17999999999998,Top Revenue
11826436,5,6,6,48.52,172.57999999999998,221.1,Top Revenue
4568301,2,11,5,190.14,30.86,221.0,Top Revenue
10272855,1,2,2,30.86,190.07,220.93,Top Revenue
4721657,19,132,0,0.0,220.92,220.92,Top Revenue
4833361,4,7,2,139.15,81.77,220.92,Top Revenue
110925,5,9,3,82.95,137.91,220.86,Top Revenue
10871080,2,12,0,0.0,220.80999999999997,220.80999999999997,Top Revenue
97337183,17,4,16,126.63999999999999,94.16,220.79999999999998,Top Revenue
7744619,7,67,8,126.94000000000001,93.72999999999999,220.67000000000002,Top Revenue
13496616,46,81,76,220.62,0.0,220.62,Top Revenue
2130212,2,6,3,56.3,164.27,220.57000000000002,Top Revenue
1043054,45,122,3,74.46000000000001,146.04000000000002,220.5,Top Revenue
8835253,1,5,0,0.0,220.48999999999998,220.48999999999998,Top Revenue
13992880,3,2,3,60.74,159.74,220.48000000000002,Top Revenue
2180958,2,26,4,75.05,145.42000000000002,220.47,Top Revenue
65797309,116,283,140,189.52,30.909999999999997,220.42999999999998,Top Revenue
491583,4,209,7,176.68,43.739999999999995,220.42000000000002,Top Revenue
3467625,7,12,2,59.71,160.69,220.39999999999998,Top Revenue
13629126,0,1,0,0.0,220.31,220.31,Top Revenue
2492073,2,105,2,52.019999999999996,168.12,220.14000000000001,Top Revenue
13822498,14,34,11,220.13,0.0,220.13,Top Revenue
146209719,5,0,1,22.25,197.72,219.97,Top Revenue
7588729,4,4,2,15.5,204.44,219.94,Top Revenue
11743242,2,2,1,78.36,141.54000000000002,219.90000000000003,Top Revenue
105609,15,16,0,0.0,219.83999999999997,219.83999999999997,Top Revenue
17248966,3,21,5,155.15,64.67,219.82,Top Revenue
14852692,2,4,3,50.89,168.84000000000003,219.73000000000002,Top Revenue
72952803,4,4,0,0.0,219.57,219.57,Top Revenue
6162485,2,3,1,22.38,197.06,219.44,Top Revenue
10275789,11,28,2,45.38,174.01999999999998,219.40000000000003,Top Revenue
121905965,1,3,0,0.0,219.36,219.36,Top Revenue
18140748,9,4,1,29.82,189.53,219.35,Top Revenue
23118572,3,19,0,0.0,219.33999999999997,219.33999999999997,Top Revenue
30544659,10,10,1,32.28,187.0,219.28,Top Revenue
403025,15,19,17,219.23,0.0,219.23,Top Revenue
3178847,59,85,59,219.23,0.0,219.23,Top Revenue
12738800,3,14,0,0.0,219.18,219.18,Top Revenue
5494153,28,58,13,147.28,71.88,219.16000000000003,Top Revenue
123,105,102,2,25.31,193.84,219.15,Top Revenue
238426,13,19,5,141.77,77.37,219.14,Top Revenue
4138881,10,21,5,27.95,191.19,219.14,Top Revenue
18644364,4,1,0,0.0,219.13,219.13,Top Revenue
1446596,8,10,0,0.0,219.12,219.12,Top Revenue
37901501,2,7,0,0.0,219.10000000000002,219.10000000000002,Top Revenue
8053043,2,3,4,61.88,157.18,219.06,Top Revenue
19224806,11,15,0,0.0,219.02,219.02,Top Revenue
2273988,5,4,0,0.0,219.0,219.0,Top Revenue
7128,11,42,7,218.91,0.0,218.91,Top Revenue
33818745,0,6,0,0.0,218.89999999999998,218.89999999999998,Top Revenue
34686005,8,24,0,0.0,218.88000000000002,218.88000000000002,Top Revenue
7217171,0,4,0,0.0,218.83999999999997,218.83999999999997,Top Revenue
21631228,7,11,2,64.86,153.93,218.79,Top Revenue
13571622,2,0,0,0.0,218.78,218.78,Top Revenue
39087255,3,2,1,24.32,194.45999999999998,218.78,Top Revenue
129357557,20,14,12,64.82,153.95,218.77000000000004,Top Revenue
5076891,11,37,7,218.68,0.0,218.68,Top Revenue
127208255,1,5,0,0.0,218.67000000000002,218.67000000000002,Top Revenue
15366030,1,1,2,140.31,78.34,218.65,Top Revenue
12359968,7,2,3,97.06,121.57,218.63,Top Revenue
4400931,0,5,0,0.0,218.61,218.61,Top Revenue
2608927,1,5,3,60.72,157.88,218.6,Top Revenue
147921985,3,6,0,0.0,218.59999999999997,218.59999999999997,Top Revenue
417629,3,10,3,88.94999999999999,129.57999999999998,218.53000000000003,Top Revenue
23159776,1,1,1,77.55,140.92,218.47,Top Revenue
8460583,7,1,1,24.19,194.22,218.41000000000003,Top Revenue
14813688,4,4,4,125.26,93.15,218.41000000000003,Top Revenue
4982157,3,0,0,0.0,218.32999999999998,218.32999999999998,Top Revenue
3601489,4,11,0,0.0,218.32,218.32,Top Revenue
17619102,5,95,9,218.29000000000002,0.0,218.29000000000002,Top Revenue
22791584,20,2,18,218.27999999999997,0.0,218.27999999999997,Top Revenue
4092631,0,3,0,0.0,218.25,218.25,Top Revenue
1733472,12,20,2,44.540000000000006,173.7,218.24,Top Revenue
46333417,9,25,0,0.0,218.2,218.2,Top Revenue
37764149,6,0,4,113.03999999999999,105.16,218.2,Top Revenue
5622679,1,9,3,56.37,161.76,218.13,Top Revenue
100996787,4,10,2,60.629999999999995,157.47,218.1,Top Revenue
2110052,25,1,23,145.44,72.65,218.09,Top Revenue
8880209,5,13,0,0.0,218.07,218.07,Top Revenue
146373481,1,5,0,0.0,218.04000000000002,218.04000000000002,Top Revenue
744569,24,12,11,50.150000000000006,167.84000000000003,217.99,Top Revenue
5967157,12,9,7,142.62,75.37,217.99,Top Revenue
30089567,7,23,11,122.88,95.06,217.94,Top Revenue
4229257,27,23,19,83.81,134.10999999999999,217.92,Top Revenue
66713053,39,1,21,69.97,147.84,217.81,Top Revenue
14145264,1,4,0,0.0,217.79999999999995,217.79999999999995,Top Revenue
966656,61,53,14,35.88,181.91000000000003,217.79000000000002,Top Revenue
5089361,9,4,5,96.22999999999999,121.4,217.63,Top Revenue
759171,8,56,21,167.59,50.029999999999994,217.62,Top Revenue
8296721,7,6,2,87.74,129.81,217.55,Top Revenue
163265430,8,2,1,29.86,187.59,217.45000000000002,Top Revenue
32225587,38,9,1,1.91,215.54000000000002,217.45,Top Revenue
4060657,88,43,76,217.44,0.0,217.44,Top Revenue
2856781,1,3,1,18.75,198.53,217.28,Top Revenue
39855831,19,61,0,0.0,217.2,217.2,Top Revenue
2052074,4,27,1,29.81,187.37,217.18,Top Revenue
208155,20,116,0,0.0,217.17000000000002,217.17000000000002,Top Revenue
26063634,4,9,1,6.61,210.54,217.15,Top Revenue
2240988,5,3,5,77.52,139.58,217.1,Top Revenue
10555026,5,1,1,29.88,187.17000000000002,217.05,Top Revenue
19426884,4,1,1,29.89,186.93,216.82,Top Revenue
22177028,7,10,1,29.82,186.92999999999998,216.75,Top Revenue
6775029,3,163,66,75.53,141.2,216.73,Top Revenue
7048337,4,8,1,29.86,186.8,216.66000000000003,Top Revenue
13100600,5,9,1,29.83,186.82,216.65000000000003,Top Revenue
4872921,2,2,1,29.75,186.89999999999998,216.64999999999998,Top Revenue
32103763,5,4,5,93.9,122.65,216.54999999999998,Top Revenue
2964629,52,28,27,83.31,133.20999999999998,216.52,Top Revenue
977314,5,10,2,52.269999999999996,164.21,216.48,Top Revenue
2650643,10,23,8,126.46000000000001,89.99,216.45,Top Revenue
493893,3,2,3,97.43,118.95,216.38,Top Revenue
7875171,3,7,0,0.0,216.29000000000002,216.29000000000002,Top Revenue
1711756,16,28,7,200.98999999999998,15.27,216.26,Top Revenue
34594799,66,49,3,128.45,87.79,216.24,Top Revenue
2445931,6,25,9,216.09,0.0,216.09,Top Revenue
109607025,5,2,0,0.0,216.01,216.01,Top Revenue
7580379,1,12,1,15.4,200.55,215.95,Top Revenue
1028464,15,59,4,129.60999999999999,86.33000000000001,215.94,Top Revenue
628711,0,7,0,0.0,215.84999999999997,215.84999999999997,Top Revenue
16123954,0,4,1,15.39,200.38,215.76999999999998,Top Revenue
150930493,9,7,2,48.72,166.98,215.7,Top Revenue
4369313,2,0,1,29.66,185.94,215.6,Top Revenue
14566278,2,2,1,18.68,196.82,215.5,Top Revenue
27025917,8,30,26,215.43,0.0,215.43,Top Revenue
162594496,1,3,2,31.009999999999998,184.28,215.29,Top Revenue
383,29,229,25,73.02000000000001,142.07999999999998,215.09999999999997,Top Revenue
1581144,4,10,3,89.54,125.51,215.05,Top Revenue
8587847,65,81,61,215.01000000000002,0.0,215.01000000000002,Top Revenue
8047651,2,0,0,0.0,215.01,215.01,Top Revenue
13096678,8,0,0,0.0,214.94,214.94,Top Revenue
105038387,5,2,2,64.97,149.95999999999998,214.93,Top Revenue
160065611,3,0,2,64.92,149.84,214.76,Top Revenue
162980143,3,0,2,64.81,149.95,214.76,Top Revenue
36531343,15,14,7,214.75,0.0,214.75,Top Revenue
15588602,17,3,8,214.74,0.0,214.74,Top Revenue
13713746,21,22,2,52.11,162.60999999999999,214.72,Top Revenue
123366,8,10,4,125.51,89.1,214.61,Top Revenue
1796840,20,30,4,113.37,101.24000000000001,214.61,Top Revenue
32836145,9,1,9,200.93,13.66,214.59,Top Revenue
480825,7,9,2,37.54,177.04,214.57999999999998,Top Revenue
7060605,3,9,1,20.27,194.26999999999998,214.54000000000002,Top Revenue
3580233,1,18,6,190.17,24.35,214.51999999999998,Top Revenue
18083808,2,3,3,89.74,124.76,214.5,Top Revenue
385469,11,21,6,64.82,149.63,214.45,Top Revenue
25560301,2,1,3,97.11,117.32,214.43,Top Revenue
13374310,13,1,3,96.97999999999999,117.41,214.39,Top Revenue
12573732,11,55,4,125.28999999999999,89.08,214.37,Top Revenue
4010005,7,8,6,186.10999999999999,28.26,214.36999999999998,Top Revenue
392247,22,122,71,198.43,15.91,214.34,Top Revenue
2002262,4,0,0,0.0,214.3,214.3,Top Revenue
5977779,7,17,0,0.0,214.27,214.27,Top Revenue
6204871,1,7,2,37.540000000000006,176.69,214.23000000000002,Top Revenue
33130767,6,7,5,149.41,64.81,214.22,Top Revenue
132982661,8,1,5,141.87,72.34,214.21,Top Revenue
8234315,6,14,10,214.17,0.0,214.17,Top Revenue
4451733,7,6,3,122.98,91.16,214.14000000000001,Top Revenue
14980846,2,5,2,40.4,173.72,214.12,Top Revenue
5142237,18,85,12,214.08999999999997,0.0,214.08999999999997,Top Revenue
113008625,50,2,48,154.74,59.33,214.07,Top Revenue
34228369,11,2,1,32.23,181.71,213.94,Top Revenue
5463777,4,7,7,140.95,72.92,213.87,Top Revenue
5689457,5,6,0,0.0,213.87,213.87,Top Revenue
7095949,25,81,34,193.54999999999998,20.29,213.84,Top Revenue
151892461,5,4,0,0.0,213.82,213.82,Top Revenue
141676835,2,5,5,77.49,136.29999999999998,213.79,Top Revenue
130729471,30,139,15,86.0,127.66000000000001,213.66,Top Revenue
5504597,5,15,7,169.9,43.75,213.65,Top Revenue
5364383,13,12,11,170.01,43.629999999999995,213.64,Top Revenue
6142527,11,21,3,89.25,124.35999999999999,213.61,Top Revenue
1546498,84,21,70,213.58999999999997,0.0,213.58999999999997,Top Revenue
22402018,4,15,4,0.0,213.57,213.57,Top Revenue
8565511,1,59,0,0.0,213.51999999999998,213.51999999999998,Top Revenue
24977676,37,35,40,110.92,102.44,213.36,Top Revenue
2243244,3,15,1,22.29,191.04,213.33,Top Revenue
16967746,0,2,1,29.68,183.62,213.3,Top Revenue
3479543,9,22,2,15.57,197.69000000000003,213.25999999999996,Top Revenue
2472049,29,19,7,213.25,0.0,213.25,Top Revenue
5236919,7,42,32,213.24,0.0,213.24,Top Revenue
5610579,2,30,13,120.88000000000001,92.36000000000006,213.23999999999998,Top Revenue
18431236,5,1,1,29.91,183.3,213.20999999999998,Top Revenue
629233,0,127,88,213.19,0.0,213.19,Top Revenue
13218814,4,1,2,59.55,153.53,213.07999999999998,Top Revenue
3611621,6,4,1,32.35,180.68,213.02999999999997,Top Revenue
148906890,7,1,4,32.41,180.60000000000002,213.01,Top Revenue
1531934,10,27,2,51.86,161.08999999999997,212.95,Top Revenue
8558833,2,2,2,46.34,166.56,212.89999999999998,Top Revenue
4705209,6,3,3,79.78,133.10000000000002,212.88,Top Revenue
38596035,14,8,1,7.76,205.01,212.77,Top Revenue
